"Param","n_reps","Success_Count","Success_rate","CI_Lower","True_param","CI_Upper","alpha","N","Tfull","rho","beta","omega_var"
"beta",500,468,0.936,0.774977869617897,1,1.2250221303821,0.05,300,2,-0.3,1,1
"omega",500,467,0.934,0.596293248887616,1,1.40370675111238,0.05,300,2,-0.3,1,1
"rho",500,475,0.95,-0.582405045938309,-0.3,-0.017594954061691,0.05,300,2,-0.3,1,1
"beta",500,463,0.926,0.780732867506211,1,1.21926713249379,0.05,300,2,-0.2,1,1
"omega",500,470,0.94,0.623599805445433,1,1.37640019455457,0.05,300,2,-0.2,1,1
"rho",500,466,0.932,-0.520946891659655,-0.2,0.120946891659655,0.05,300,2,-0.2,1,1
"beta",500,467,0.935871743486974,0.788151638678577,1,1.21184836132142,0.05,300,2,-0.1,1,1
"omega",500,461,0.923847695390782,0.638594548217053,1,1.36140545178295,0.05,300,2,-0.1,1,1
"rho",500,475,0.95190380761523,-0.455059597334249,-0.1,0.255059597334249,0.05,300,2,-0.1,1,1
"beta",500,462,0.927710843373494,0.782112835383324,1,1.21788716461668,0.05,300,2,0,1,1
"omega",500,476,0.955823293172691,0.615421992815345,1,1.38457800718466,0.05,300,2,0,1,1
"rho",500,476,0.955823293172691,-0.390886387809389,0,0.390886387809389,0.05,300,2,0,1,1
"beta",500,472,0.945891783567134,0.792371824939464,1,1.20762817506054,0.05,300,2,0.1,1,1
"omega",500,467,0.935871743486974,0.63296326230698,1,1.36703673769302,0.05,300,2,0.1,1,1
"rho",500,480,0.961923847695391,-0.298849577136615,0.1,0.498849577136615,0.05,300,2,0.1,1,1
"beta",500,473,0.946,0.804368197152131,1,1.19563180284787,0.05,300,2,0.2,1,1
"omega",500,474,0.948,0.640369447808034,1,1.35963055219197,0.05,300,2,0.2,1,1
"rho",500,487,0.974,-0.245575683456083,0.2,0.645575683456083,0.05,300,2,0.2,1,1
"beta",500,470,0.94188376753507,0.809154629465507,1,1.19084537053449,0.05,300,2,0.3,1,1
"omega",500,457,0.915831663326653,0.662770297013,1,1.337229702987,0.05,300,2,0.3,1,1
"rho",500,497,0.995991983967936,-0.148138632845234,0.3,0.748138632845234,0.05,300,2,0.3,1,1
"beta",500,479,0.958,0.800995224724753,1,1.19900477527525,0.05,300,2,0.4,1,1
"omega",500,474,0.948,0.630771316156357,1,1.36922868384364,0.05,300,2,0.4,1,1
"rho",500,485,0.97,-0.0410140409451378,0.4,0.841014040945138,0.05,300,2,0.4,1,1
"beta",500,453,0.907815631262525,0.815442252375014,1,1.18455774762499,0.05,300,2,0.5,1,1
"omega",500,458,0.917835671342685,0.680601432118837,1,1.31939856788116,0.05,300,2,0.5,1,1
"rho",500,474,0.949899799599198,0.133513431293191,0.5,0.866486568706809,0.05,300,2,0.5,1,1
"beta",500,473,0.946,0.814680928627137,1,1.18531907137286,0.05,300,2,0.6,1,1
"omega",500,465,0.93,0.669298728785162,1,1.33070127121484,0.05,300,2,0.6,1,1
"rho",500,461,0.922,0.308321608964049,0.6,0.891678391035951,0.05,300,2,0.6,1,1
"beta",500,472,0.945891783567134,0.813072235657972,1,1.18692776434203,0.05,300,2,0.7,1,1
"omega",500,460,0.92184368737475,0.673217518626894,1,1.32678248137311,0.05,300,2,0.7,1,1
"rho",500,472,0.945891783567134,0.446699552777288,0.7,0.953300447222712,0.05,300,2,0.7,1,1
"beta",500,463,0.927855711422846,0.80713060777566,1,1.19286939222434,0.05,300,2,0.8,1,1
"omega",500,464,0.929859719438878,0.668291516221725,1,1.33170848377827,0.05,300,2,0.8,1,1
"rho",500,455,0.911823647294589,0.659576524722769,0.8,0.940423475277231,0.05,300,2,0.8,1,1
"beta",500,460,0.929292929292929,0.797594060493572,1,1.20240593950643,0.05,300,2,0.9,1,1
"omega",500,463,0.935353535353535,0.616860040692431,1,1.38313995930757,0.05,300,2,0.9,1,1
"rho",500,459,0.927272727272727,0.834590185518298,0.9,0.965409814481702,0.05,300,2,0.9,1,1
"beta",500,465,0.935613682092555,0.717747402856177,1,1.28225259714382,0.05,500,2,-0.9,1,1
"omega",500,460,0.925553319919517,0.473274657616705,1,1.5267253423833,0.05,500,2,-0.9,1,1
"rho",500,467,0.939637826961771,-0.948155934195745,-0.9,-0.851844065804255,0.05,500,2,-0.9,1,1
"beta",500,458,0.919678714859438,0.786646407236962,1,1.21335359276304,0.05,500,2,-0.8,1,1
"omega",500,446,0.895582329317269,0.644527952832368,1,1.35547204716763,0.05,500,2,-0.8,1,1
"rho",500,473,0.949799196787149,-0.882885752161416,-0.8,-0.717114247838584,0.05,500,2,-0.8,1,1
"beta",500,461,0.922,0.786974777135438,1,1.21302522286456,0.05,500,2,-0.7,1,1
"omega",500,469,0.938,0.621500015021101,1,1.3784999849789,0.05,500,2,-0.7,1,1
"rho",500,466,0.932,-0.806958927216052,-0.7,-0.593041072783948,0.05,500,2,-0.7,1,1
"beta",500,477,0.954,0.80665940901625,1,1.19334059098375,0.05,500,2,-0.6,1,1
"omega",500,463,0.926,0.664526667839803,1,1.3354733321602,0.05,500,2,-0.6,1,1
"rho",500,474,0.948,-0.7368006545033,-0.6,-0.463199345496699,0.05,500,2,-0.6,1,1
"beta",500,468,0.936,0.810895014452115,1,1.18910498554788,0.05,500,2,-0.5,1,1
"omega",500,474,0.948,0.662942425068774,1,1.33705757493123,0.05,500,2,-0.5,1,1
"rho",500,471,0.942,-0.658898680597168,-0.5,-0.341101319402832,0.05,500,2,-0.5,1,1
"beta",500,470,0.94188376753507,0.826597602697816,1,1.17340239730218,0.05,500,2,-0.4,1,1
"omega",500,468,0.937875751503006,0.694362393491263,1,1.30563760650874,0.05,500,2,-0.4,1,1
"rho",500,475,0.95190380761523,-0.594985913171062,-0.4,-0.205014086828938,0.05,500,2,-0.4,1,1
"beta",500,478,0.956,0.8256986073004,1,1.1743013926996,0.05,500,2,-0.3,1,1
"omega",500,478,0.956,0.687290095238047,1,1.31270990476195,0.05,500,2,-0.3,1,1
"rho",500,471,0.942,-0.518750007960802,-0.3,-0.0812499920391977,0.05,500,2,-0.3,1,1
"beta",500,482,0.964,0.83015640949618,1,1.16984359050382,0.05,500,2,-0.2,1,1
"omega",500,463,0.926,0.708441662996186,1,1.29155833700381,0.05,500,2,-0.2,1,1
"rho",500,480,0.96,-0.448604393282976,-0.2,0.0486043932829758,0.05,500,2,-0.2,1,1
"beta",500,469,0.938,0.83590296493616,1,1.16409703506384,0.05,500,2,-0.1,1,1
"omega",500,469,0.938,0.720056540803215,1,1.27994345919678,0.05,500,2,-0.1,1,1
"rho",500,470,0.94,-0.375027981477332,-0.1,0.175027981477332,0.05,500,2,-0.1,1,1
"beta",500,475,0.95,0.831225328017452,1,1.16877467198255,0.05,500,2,0,1,1
"omega",500,471,0.942,0.702107156571239,1,1.29789284342876,0.05,500,2,0,1,1
"rho",500,474,0.948,-0.302779294048988,0,0.302779294048988,0.05,500,2,0,1,1
"beta",500,470,0.94188376753507,0.839171907157421,1,1.16082809284258,0.05,500,2,0.1,1,1
"omega",500,475,0.95190380761523,0.715694565493726,1,1.28430543450627,0.05,500,2,0.1,1,1
"rho",500,480,0.961923847695391,-0.208947553978396,0.1,0.408947553978396,0.05,500,2,0.1,1,1
"beta",500,464,0.929859719438878,0.848464257116334,1,1.15153574288367,0.05,500,2,0.2,1,1
"omega",500,472,0.945891783567134,0.721431372114627,1,1.27856862788537,0.05,500,2,0.2,1,1
"rho",500,481,0.963927855711423,-0.14514144030008,0.2,0.54514144030008,0.05,500,2,0.2,1,1
"beta",500,466,0.932,0.852171811643825,1,1.14782818835617,0.05,500,2,0.3,1,1
"omega",500,467,0.934,0.738782995296975,1,1.26121700470303,0.05,500,2,0.3,1,1
"rho",500,485,0.97,-0.0471266923603506,0.3,0.64712669236035,0.05,500,2,0.3,1,1
"beta",500,482,0.964,0.845851563908644,1,1.15414843609136,0.05,500,2,0.4,1,1
"omega",500,473,0.946,0.713996691306298,1,1.2860033086937,0.05,500,2,0.4,1,1
"rho",500,482,0.964,0.0583919927951691,0.4,0.741608007204831,0.05,500,2,0.4,1,1
"beta",500,469,0.939879759519038,0.857042183406976,1,1.14295781659302,0.05,500,2,0.5,1,1
"omega",500,464,0.929859719438878,0.752594933158751,1,1.24740506684125,0.05,500,2,0.5,1,1
"rho",500,473,0.947895791583166,0.216120724557966,0.5,0.783879275442034,0.05,500,2,0.5,1,1
"beta",500,467,0.934,0.856452464567656,1,1.14354753543234,0.05,500,2,0.6,1,1
"omega",500,466,0.932,0.743839896803062,1,1.25616010319694,0.05,500,2,0.6,1,1
"rho",500,457,0.914,0.374066889813837,0.6,0.825933110186163,0.05,500,2,0.6,1,1
"beta",500,470,0.94,0.855206376351908,1,1.14479362364809,0.05,500,2,0.7,1,1
"omega",500,465,0.93,0.746875378361925,1,1.25312462163807,0.05,500,2,0.7,1,1
"rho",500,471,0.942,0.503794317263909,0.7,0.896205682736091,0.05,500,2,0.7,1,1
"beta",500,473,0.946,0.850604011184397,1,1.1493959888156,0.05,500,2,0.8,1,1
"omega",500,461,0.922,0.743059713306206,1,1.25694028669379,0.05,500,2,0.8,1,1
"rho",500,468,0.936,0.691228443766943,0.8,0.908771556233057,0.05,500,2,0.8,1,1
"beta",500,460,0.925553319919517,0.843217033423628,1,1.15678296657637,0.05,500,2,0.9,1,1
"omega",500,468,0.941649899396378,0.70322106366704,1,1.29677893633296,0.05,500,2,0.9,1,1
"rho",500,473,0.951710261569417,0.849333775566771,0.9,0.950666224433229,0.05,500,2,0.9,1,1
"beta",500,480,0.96579476861167,0.800417274552088,1,1.19958272544791,0.05,1000,2,-0.9,1,1
"omega",500,474,0.953722334004024,0.627548938577966,1,1.37245106142203,0.05,1000,2,-0.9,1,1
"rho",500,475,0.955734406438632,-0.934051387624184,-0.9,-0.865948612375816,0.05,1000,2,-0.9,1,1
"beta",500,451,0.909274193548387,0.849136227766742,1,1.15086377223326,0.05,1000,2,-0.8,1,1
"omega",500,433,0.872983870967742,0.748643304925503,1,1.2513566950745,0.05,1000,2,-0.8,1,1
"rho",500,471,0.949596774193548,-0.858609077417085,-0.8,-0.741390922582915,0.05,1000,2,-0.8,1,1
"beta",500,473,0.947895791583166,0.849368420348693,1,1.15063157965131,0.05,1000,2,-0.7,1,1
"omega",500,477,0.955911823647295,0.732360093942414,1,1.26763990605759,0.05,1000,2,-0.7,1,1
"rho",500,469,0.939879759519038,-0.775631382742909,-0.7,-0.624368617257091,0.05,1000,2,-0.7,1,1
"beta",500,460,0.92184368737475,0.863287557036776,1,1.13671244296322,0.05,1000,2,-0.6,1,1
"omega",500,459,0.919839679358717,0.762784531922277,1,1.23721546807772,0.05,1000,2,-0.6,1,1
"rho",500,475,0.95190380761523,-0.696732670470042,-0.6,-0.503267329529958,0.05,1000,2,-0.6,1,1
"beta",500,467,0.934,0.866282582362907,1,1.13371741763709,0.05,1000,2,-0.5,1,1
"omega",500,467,0.934,0.761664303115837,1,1.23833569688416,0.05,1000,2,-0.5,1,1
"rho",500,461,0.922,-0.612358334571853,-0.5,-0.387641665428147,0.05,1000,2,-0.5,1,1
"beta",500,461,0.922,0.877385988993622,1,1.12261401100638,0.05,1000,2,-0.4,1,1
"omega",500,476,0.952,0.783881575852046,1,1.21611842414795,0.05,1000,2,-0.4,1,1
"rho",500,480,0.96,-0.537875861439109,-0.4,-0.262124138560891,0.05,1000,2,-0.4,1,1
"beta",500,473,0.947895791583166,0.876750303251854,1,1.12324969674815,0.05,1000,2,-0.3,1,1
"omega",500,471,0.943887775551102,0.778880705798624,1,1.22111929420138,0.05,1000,2,-0.3,1,1
"rho",500,476,0.953907815631262,-0.454679614013694,-0.3,-0.145320385986305,0.05,1000,2,-0.3,1,1
"beta",500,477,0.954,0.879902445413678,1,1.12009755458632,0.05,1000,2,-0.2,1,1
"omega",500,470,0.94,0.79383712279313,1,1.20616287720687,0.05,1000,2,-0.2,1,1
"rho",500,474,0.948,-0.37578985232316,-0.2,-0.0242101476768404,0.05,1000,2,-0.2,1,1
"beta",500,471,0.942,0.883965873733752,1,1.11603412626625,0.05,1000,2,-0.1,1,1
"omega",500,471,0.942,0.802050081653134,1,1.19794991834687,0.05,1000,2,-0.1,1,1
"rho",500,478,0.956,-0.294474150718669,-0.1,0.0944741507186694,0.05,1000,2,-0.1,1,1
"beta",500,478,0.956,0.880658284948605,1,1.11934171505139,0.05,1000,2,0,1,1
"omega",500,479,0.958,0.78935795034458,1,1.21064204965542,0.05,1000,2,0,1,1
"rho",500,479,0.958,-0.214097292024915,0,0.214097292024915,0.05,1000,2,0,1,1
"beta",500,473,0.946,0.886277364945713,1,1.11372263505429,0.05,1000,2,0.1,1,1
"omega",500,476,0.952,0.798965699332426,1,1.20103430066757,0.05,1000,2,0.1,1,1
"rho",500,467,0.934,-0.118458910449121,0.1,0.318458910449121,0.05,1000,2,0.1,1,1
"beta",500,470,0.94,0.892848048614819,1,1.10715195138518,0.05,1000,2,0.2,1,1
"omega",500,467,0.934,0.803022234196421,1,1.19697776580358,0.05,1000,2,0.2,1,1
"rho",500,484,0.968,-0.0440518529046783,0.2,0.444051852904678,0.05,1000,2,0.2,1,1
"beta",500,474,0.948,0.895469685562826,1,1.10453031443717,0.05,1000,2,0.3,1,1
"omega",500,464,0.928,0.815291684613253,1,1.18470831538675,0.05,1000,2,0.3,1,1
"rho",500,478,0.956,0.0545443619011396,0.3,0.54545563809886,0.05,1000,2,0.3,1,1
"beta",500,473,0.947895791583166,0.891000595530501,1,1.1089994044695,0.05,1000,2,0.4,1,1
"omega",500,477,0.955911823647295,0.797765120980894,1,1.20223487901911,0.05,1000,2,0.4,1,1
"rho",500,482,0.965931863727455,0.158446661597841,0.4,0.641553338402159,0.05,1000,2,0.4,1,1
"beta",500,476,0.952,0.89891355846345,1,1.10108644153655,0.05,1000,2,0.5,1,1
"omega",500,462,0.924,0.825058199536642,1,1.17494180046336,0.05,1000,2,0.5,1,1
"rho",500,476,0.952,0.299267039296614,0.5,0.700732960703386,0.05,1000,2,0.5,1,1
"beta",500,465,0.935613682092555,0.898496564273173,1,1.10150343572683,0.05,1000,2,0.6,1,1
"omega",500,469,0.943661971830986,0.818867453959999,1,1.18113254604,0.05,1000,2,0.6,1,1
"rho",500,466,0.937625754527163,0.440241165692797,0.6,0.759758834307203,0.05,1000,2,0.6,1,1
"beta",500,476,0.952,0.897615446845861,1,1.10238455315414,0.05,1000,2,0.7,1,1
"omega",500,475,0.95,0.821013863554438,1,1.17898613644556,0.05,1000,2,0.7,1,1
"rho",500,471,0.942,0.561261631229974,0.7,0.838738368770026,0.05,1000,2,0.7,1,1
"beta",500,479,0.958,0.894361083226417,1,1.10563891677358,0.05,1000,2,0.8,1,1
"omega",500,474,0.948,0.818315780918803,1,1.1816842190812,0.05,1000,2,0.8,1,1
"rho",500,466,0.932,0.723086894987392,0.8,0.876913105012608,0.05,1000,2,0.8,1,1
"beta",500,473,0.947895791583166,0.889137701159303,1,1.1108622988407,0.05,1000,2,0.9,1,1
"omega",500,469,0.939879759519038,0.790145601605633,1,1.20985439839437,0.05,1000,2,0.9,1,1
"rho",500,479,0.959919839679359,0.864173569126144,0.9,0.935826430873856,0.05,1000,2,0.9,1,1
"beta",1000,828,0.829659318637275,-0.411262985719114,1,2.41126298571911,0.05,20,2,-0.9,1,1
"omega",1000,776,0.777555110220441,-1.63362671191648,1,3.63362671191648,0.05,20,2,-0.9,1,1
"rho",1000,856,0.857715430861723,-1.14077967097872,-0.9,-0.659220329021277,0.05,20,2,-0.9,1,1
"beta",1000,828,0.828,-0.0667679638151917,1,2.06676796381519,0.05,20,2,-0.8,1,1
"omega",1000,790,0.79,-0.777360235838162,1,2.77736023583816,0.05,20,2,-0.8,1,1
"rho",1000,817,0.817,-1.21442876080708,-0.8,-0.385571239192919,0.05,20,2,-0.8,1,1
"beta",1000,830,0.83,-0.0651261143228106,1,2.06512611432281,0.05,20,2,-0.7,1,1
"omega",1000,800,0.8,-0.892499924894495,1,2.8924999248945,0.05,20,2,-0.7,1,1
"rho",1000,820,0.82,-1.23479463608026,-0.7,-0.165205363919739,0.05,20,2,-0.7,1,1
"beta",1000,838,0.838838838838839,0.0332970450812488,1,1.96670295491875,0.05,20,2,-0.6,1,1
"omega",1000,819,0.81981981981982,-0.677366660800988,1,2.67736666080099,0.05,20,2,-0.6,1,1
"rho",1000,809,0.80980980980981,-1.2840032725165,-0.6,0.0840032725165024,0.05,20,2,-0.6,1,1
"beta",1000,865,0.865,0.0544750722605769,1,1.94552492773942,0.05,20,2,-0.5,1,1
"omega",1000,846,0.846,-0.685287874656132,1,2.68528787465613,0.05,20,2,-0.5,1,1
"rho",1000,841,0.841,-1.29449340298584,-0.5,0.294493402985842,0.05,20,2,-0.5,1,1
"beta",1000,845,0.845,0.132988013489081,1,1.86701198651092,0.05,20,2,-0.4,1,1
"omega",1000,836,0.836,-0.528188032543686,1,2.52818803254369,0.05,20,2,-0.4,1,1
"rho",1000,881,0.881,-1.37492956585531,-0.4,0.574929565855309,0.05,20,2,-0.4,1,1
"beta",1000,848,0.848,0.128493036502001,1,1.871506963498,0.05,20,2,-0.3,1,1
"omega",1000,826,0.826,-0.563549523809764,1,2.56354952380976,0.05,20,2,-0.3,1,1
"rho",1000,943,0.943,-1.39375003980401,-0.3,0.793750039804011,0.05,20,2,-0.3,1,1
"beta",1000,879,0.87987987987988,0.1507820474809,1,1.8492179525191,0.05,20,2,-0.2,1,1
"omega",1000,862,0.862862862862863,-0.45779168501907,1,2.45779168501907,0.05,20,2,-0.2,1,1
"rho",1000,999,1,-1.44302196641488,-0.2,1.04302196641488,0.05,20,2,-0.2,1,1
"beta",1000,860,0.86,0.179514824680799,1,1.8204851753192,0.05,20,2,-0.1,1,1
"omega",1000,831,0.831,-0.399717295983923,1,2.39971729598392,0.05,20,2,-0.1,1,1
"rho",1000,1000,1,-1.47513990738666,-0.1,1.27513990738666,0.05,20,2,-0.1,1,1
"beta",1000,869,0.869,0.15612664008726,1,1.84387335991274,0.05,20,2,0,1,1
"omega",1000,833,0.833,-0.489464217143807,1,2.48946421714381,0.05,20,2,0,1,1
"rho",1000,1000,1,-1.51389647024494,0,1.51389647024494,0.05,20,2,0,1,1
"beta",1000,857,0.857,0.195859535787106,1,1.80414046421289,0.05,20,2,0.1,1,1
"omega",1000,833,0.833,-0.421527172531368,1,2.42152717253137,0.05,20,2,0.1,1,1
"rho",1000,1000,1,-1.44473776989198,0.1,1.64473776989198,0.05,20,2,0.1,1,1
"beta",1000,838,0.838,0.242321285581669,1,1.75767871441833,0.05,20,2,0.2,1,1
"omega",1000,839,0.839,-0.392843139426863,1,2.39284313942686,0.05,20,2,0.2,1,1
"rho",1000,1000,1,-1.5257072015004,0.2,1.9257072015004,0.05,20,2,0.2,1,1
"beta",1000,826,0.826,0.260859058219125,1,1.73914094178087,0.05,20,2,0.3,1,1
"omega",1000,831,0.831,-0.306085023515126,1,2.30608502351513,0.05,20,2,0.3,1,1
"rho",1000,1000,1,-1.43563346180175,0.3,2.03563346180175,0.05,20,2,0.3,1,1
"beta",1000,856,0.856856856856857,0.229257819543219,1,1.77074218045678,0.05,20,2,0.4,1,1
"omega",1000,840,0.840840840840841,-0.430016543468512,1,2.43001654346851,0.05,20,2,0.4,1,1
"rho",1000,999,1,-1.30804003602415,0.4,2.10804003602415,0.05,20,2,0.4,1,1
"beta",1000,805,0.805,0.285210917034878,1,1.71478908296512,0.05,20,2,0.5,1,1
"omega",1000,789,0.789,-0.237025334206243,1,2.23702533420624,0.05,20,2,0.5,1,1
"rho",1000,992,0.992,-0.919396377210171,0.5,1.91939637721017,0.05,20,2,0.5,1,1
"beta",1000,805,0.805,0.28226232283828,1,1.71773767716172,0.05,20,2,0.6,1,1
"omega",1000,801,0.801,-0.280800515984689,1,2.28080051598469,0.05,20,2,0.6,1,1
"rho",1000,960,0.96,-0.529665550930813,0.6,1.72966555093081,0.05,20,2,0.6,1,1
"beta",1000,805,0.805,0.27603188175954,1,1.72396811824046,0.05,20,2,0.7,1,1
"omega",1000,787,0.787,-0.265623108190375,1,2.26562310819038,0.05,20,2,0.7,1,1
"rho",1000,920,0.92,-0.281028413680455,0.7,1.68102841368045,0.05,20,2,0.7,1,1
"beta",1000,829,0.82982982982983,0.253020055921985,1,1.74697994407802,0.05,20,2,0.8,1,1
"omega",1000,811,0.811811811811812,-0.284701433468971,1,2.28470143346897,0.05,20,2,0.8,1,1
"rho",1000,842,0.842842842842843,0.256142218834717,0.8,1.34385778116528,0.05,20,2,0.8,1,1
"beta",1000,820,0.820820820820821,0.216085167118138,1,1.78391483288186,0.05,20,2,0.9,1,1
"omega",1000,796,0.796796796796797,-0.483894681664801,1,2.4838946816648,0.05,20,2,0.9,1,1
"rho",1000,662,0.662662662662663,0.646668877833853,0.9,1.15333112216615,0.05,20,2,0.9,1,1
"beta",1000,832,0.833667334669339,-0.152291402629511,1,2.15229140262951,0.05,30,2,-0.9,1,1
"omega",1000,796,0.797595190380762,-1.15034720571973,1,3.15034720571973,0.05,30,2,-0.9,1,1
"rho",1000,879,0.880761523046092,-1.09659577811103,-0.9,-0.70340422188897,0.05,30,2,-0.9,1,1
"beta",1000,840,0.84,0.128987604901664,1,1.87101239509834,0.05,30,2,-0.8,1,1
"omega",1000,814,0.814,-0.451208555638756,1,2.45120855563876,0.05,30,2,-0.8,1,1
"rho",1000,867,0.867,-1.1383796662371,-0.8,-0.461620333762904,0.05,30,2,-0.8,1,1
"beta",1000,865,0.865,0.130328169398591,1,1.86967183060141,0.05,30,2,-0.7,1,1
"omega",1000,837,0.837,-0.545219718082333,1,2.54521971808233,0.05,30,2,-0.7,1,1
"rho",1000,832,0.832,-1.13665799185802,-0.7,-0.263342008141979,0.05,30,2,-0.7,1,1
"beta",1000,886,0.886886886886887,0.21069034253611,1,1.78930965746389,0.05,30,2,-0.6,1,1
"omega",1000,856,0.856856856856857,-0.369564143506163,1,2.36956414350616,0.05,30,2,-0.6,1,1
"rho",1000,843,0.843843843843844,-1.1584863333531,-0.6,-0.0415136666469001,0.05,30,2,-0.6,1,1
"beta",1000,889,0.88988988988989,0.227982129318826,1,1.77201787068117,0.05,30,2,-0.5,1,1
"omega",1000,872,0.872872872872873,-0.376031787535686,1,2.37603178753569,0.05,30,2,-0.5,1,1
"rho",1000,855,0.855855855855856,-1.14870114710757,-0.5,0.148701147107574,0.05,30,2,-0.5,1,1
"beta",1000,890,0.890890890890891,0.292087677390479,1,1.70791232260952,0.05,30,2,-0.4,1,1
"omega",1000,848,0.848848848848849,-0.247760303586588,1,2.24776030358659,0.05,30,2,-0.4,1,1
"rho",1000,882,0.882882882882883,-1.19602665716621,-0.4,0.396026657166212,0.05,30,2,-0.4,1,1
"beta",1000,888,0.888,0.288417544049179,1,1.71158245595082,0.05,30,2,-0.3,1,1
"omega",1000,874,0.874,-0.276632840301847,1,2.27663284030185,0.05,30,2,-0.3,1,1
"rho",1000,893,0.893,-1.19304316788954,-0.3,0.593043167889539,0.05,30,2,-0.3,1,1
"beta",1000,888,0.888888888888889,0.306616445305711,1,1.69338355469429,0.05,30,2,-0.2,1,1
"omega",1000,850,0.850850850850851,-0.190281926522939,1,2.19028192652294,0.05,30,2,-0.2,1,1
"rho",1000,947,0.947947947947948,-1.21492318559581,-0.2,0.814923185595808,0.05,30,2,-0.2,1,1
"beta",1000,890,0.89,0.330076659649986,1,1.66992334035001,0.05,30,2,-0.1,1,1
"omega",1000,856,0.856,-0.142864386436275,1,2.14286438643627,0.05,30,2,-0.1,1,1
"rho",1000,1000,1,-1.22279703267848,-0.1,1.02279703267848,0.05,30,2,-0.1,1,1
"beta",1000,891,0.891,0.310980286895255,1,1.68901971310475,0.05,30,2,0,1,1
"omega",1000,869,0.869,-0.21614244071211,1,2.21614244071211,0.05,30,2,0,1,1
"rho",1000,1000,1,-1.23609129183354,0,1.23609129183354,0.05,30,2,0,1,1
"beta",1000,889,0.889,0.343422060384538,1,1.65657793961546,0.05,30,2,0.1,1,1
"omega",1000,876,0.876,-0.16067207606772,1,2.16067207606772,0.05,30,2,0.1,1,1
"rho",1000,1000,1,-1.16127310754672,0.1,1.36127310754672,0.05,30,2,0.1,1,1
"beta",1000,868,0.868,0.381357920235718,1,1.61864207976428,0.05,30,2,0.2,1,1
"omega",1000,867,0.867,-0.137251661110674,1,2.13725166111067,0.05,30,2,0.2,1,1
"rho",1000,1000,1,-1.20903402970743,0.2,1.60903402970743,0.05,30,2,0.2,1,1
"beta",1000,858,0.858858858858859,0.396493948212216,1,1.60350605178778,0.05,30,2,0.3,1,1
"omega",1000,836,0.836836836836837,-0.0664139561010089,1,2.06641395610101,0.05,30,2,0.3,1,1
"rho",1000,999,1,-1.11713878730488,0.3,1.71713878730488,0.05,30,2,0.3,1,1
"beta",1000,879,0.879,0.370691644880258,1,1.62930835511974,0.05,30,2,0.4,1,1
"omega",1000,856,0.856,-0.167603618412125,1,2.16760361841212,0.05,30,2,0.4,1,1
"rho",1000,1000,1,-0.994608849501392,0.4,1.79460884950139,0.05,30,2,0.4,1,1
"beta",1000,838,0.838,0.416377157674513,1,1.58362284232549,0.05,30,2,0.5,1,1
"omega",1000,829,0.829,-0.0100269559003752,1,2.01002695590038,0.05,30,2,0.5,1,1
"rho",1000,982,0.982,-0.658932288973305,0.5,1.6589322889733,0.05,30,2,0.5,1,1
"beta",1000,833,0.833,0.413969640594447,1,1.58603035940555,0.05,30,2,0.6,1,1
"omega",1000,839,0.839,-0.045769242151966,1,2.04576924215197,0.05,30,2,0.6,1,1
"rho",1000,950,0.95,-0.322368059926845,0.6,1.52236805992685,0.05,30,2,0.6,1,1
"beta",1000,854,0.854,0.408882506755984,1,1.59111749324402,0.05,30,2,0.7,1,1
"omega",1000,846,0.846,-0.0333769405805628,1,2.03337694058056,0.05,30,2,0.7,1,1
"rho",1000,919,0.919,-0.101006345563042,0.7,1.50100634556304,0.05,30,2,0.7,1,1
"beta",1000,865,0.865,0.390093429638717,1,1.60990657036128,0.05,30,2,0.8,1,1
"omega",1000,818,0.818,-0.048954327940363,1,2.04895432794036,0.05,30,2,0.8,1,1
